Row #,Year,Proj. Type,Organization Name,HMIS Org ID,Project Name,HMIS Proj ID,Geo Code,HMIS-Participating,Inventory Type,Target Pop.,Target Pop. A,Target Pop. B,Beds HH w/o Children,Beds HH w/ only Children,Veteran Beds,Veteran Beds HH w/ Children,Veteran Beds HH w/o Children,Youth Beds HH w/o Children,Victim Service Provider,Additional Federal Funding?,Additional Federal Funding: HUD-VASH,Additional Federal Funding: SSVF,Additional Federal Funding: GPD,Additional Federal Funding: GPD-BH,Additional Federal Funding: GPD-LD,Additional Federal Funding: GPD-HH,Additional Federal Funding: GPD-CT,Additional Federal Funding: GPD-SITH,Additional Federal Funding: GPD-TP,Additional Federal Funding: HCHV,Additional Federal Funding: HCHV-CRS,Additional Federal Funding: HCHV-SH,Additional Federal Funding: CWT/TR,Additional Federal Funding: BCP,Additional Federal Funding: TLP,Additional Federal Funding: MGH,Additional Federal Funding: HOPWA,Additional Federal Funding: HOPWA-HMV,Additional Federal Funding: HOPWA-PH,Additional Federal Funding: HOPWA-STSF,Additional Federal Funding: HOPWA-TH,Additional Federal Funding: HOPWA-CV,Additional Federal Funding: PIH,Additional Federal Funding: HOME,Additional Federal Funding: HOME ARP,Additional Federal Funding: PIH-EHV,Additional Federal Funding: Other,Housing Type,McKinney- Vento,McKinney- Vento: Esg,McKinney- Vento: EsgEs,McKinney- Vento: EsgRrh,McKinney- Vento: Esg-CV,McKinney- Vento: Coc,McKinney- Vento: CocSh,McKinney- Vento: CocTh,McKinney- Vento: CocPsh,McKinney- Vento: CocRrh,McKinney- Vento: CocSro,McKinney- Vento: CocThRrh,McKinney- Vento: SpC,McKinney- Vento: S8,McKinney- Vento: SHP,McKinney- Vento: YHDP,McKinney- Vento: YHDP Renewals,Year-Round Beds,PIT Count,Total Beds,Utilization Rate,Last Update On
151465,2013,TH,Salvation Army,,CARS (5926),,,,N,,SMF,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,3,3,3,1,
151380,2013,TH,Salvation Army,,Door of Hope TLC (5255),,,,C,,HC,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,36,29,36,0.81,
151381,2013,TH,Salvation Army,,STEPS Solutions IV (5254),,,,C,,SM,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,42,38,42,0.9,
157461,2013,PSH,San Diego Housing Commission,,CRF - SBV 1,,,,C,,SMF,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,25,21,25,0.84,
157462,2013,PSH,San Diego Housing Commission,,CRF - SBV 2,,,,N,,SMF,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,35,13,35,0.37,
151408,2013,PSH,San Diego Housing Commission,,CRF AB2034 Project Based Section 8 (6111),,,,C,,SMF,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,89,81,89,0.91,
151453,2013,PSH,San Diego Housing Commission,,HUD VASH-SD HUD VASH-City (6323),,,,C,,SMF+HC,VET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,456,399,456,0.88,
163392,2013,PSH,San Diego Housing Commission,,HUD VASH-SD HUD VASH-City (6323),,,,N,,SMF+HC,VET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,88,99,88,1.12,
151487,2013,PSH,San Diego Housing Commission,,LGBT Community Center - Del Mar Grant (6335),,,,C,,SMF,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,22,19,22,0.86,
157463,2013,PSH,San Diego Housing Commission,,LGBT Community Center - Del Mar Grant (6335),,,,N,,SMF,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,1,0,1,0,
151444,2013,PSH,San Diego Housing Commission,,Mental Health Systems Center Shelter Plus Care Program,,,,C,,SMF,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,10,9,10,0.9,
151443,2013,PSH,San Diego Housing Commission,,Mental Health Systems Inc Section 8 Sponsor Based V.I.,,,,C,,SMF,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,25,25,25,1,
151410,2013,PSH,San Diego Housing Commission,,Merged CSSE Alpha Program Shelter+Care (6001),,,,C,,SMF+HC,HIV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,45,52,45,1.16,
151416,2013,PSH,San Diego Housing Commission,,Merged Grant Townspeople Gamma Grant (6318),,,,C,,SMF,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,22,22,22,1,
157465,2013,PSH,San Diego Housing Commission,,Merged Grant Townspeople Gamma Grant (6318),,,,N,,SMF,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,4,3,4,0.75,
151471,2013,PSH,San Diego Housing Commission,,Merged Grant Villa Harvey Mandel SPC (SVdP),,,,C,,SMF+HC,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,24,31,24,1.29,
151411,2013,PSH,San Diego Housing Commission,,Merged Pathfinders Delta Grant S + C (5918),,,,C,,SM,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,18,16,18,0.89,
151495,2013,PSH,San Diego Housing Commission,,Merged Pathfinders Delta Grant S + C (5918),,,,N,,SM,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,2,2,2,1,
157464,2013,PSH,San Diego Housing Commission,,MHS - SBV 2,,,,N,,SMF,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,40,31,40,0.78,
162722,2013,PSH,San Diego Housing Commission,,MHS - SBV 3,,,,U,,SMF,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,20,16.5,20,0.93,
162727,2013,PSH,San Diego Housing Commission,,PATH - SBV 3,,,,U,,SMF,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,35,16.5,35,0.93,
151412,2013,PSH,San Diego Housing Commission,,Pathfinders Shelter + Care Streamview (1879),,,,C,,SM,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,15,14,15,0.93,
151415,2013,PSH,San Diego Housing Commission,,SBCS La Posada Shelter + Care (6014),,,,C,,SMF+HC,HIV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,62,36,62,0.58,
162724,2013,PSH,San Diego Housing Commission,,St. Vincent de Paul - SBV 3,,,,U,,SMF,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,20,16.5,20,0.93,
163420,2013,PSH,San Diego Housing Commission,,St. Vincent de Paul Sponsor Based Vouchers Project 25,,,,C,,SMF,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,30,30,30,1,
151419,2013,PSH,San Diego Housing Commission,,TACHS Paseo Glenn Apts (4951),,,,C,,SMF,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,12,12,12,1,
151422,2013,PSH,San Diego Housing Commission,,TACHS Rev Glenn Allison Sponsor Based (6026),,,,C,,SMF,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,42,40,42,0.95,
151432,2013,PSH,San Diego Housing Commission,,Townspeople 34th Street Apts Shelter Plus Care (6341),,,,C,,SMF,HIV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,5,4,5,0.8,
151418,2013,PSH,San Diego Housing Commission,,Village Place SPC (SVdP),,,,C,,SMF,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,62,62,62,1,
151374,2013,ES,San Diego Rescue Mission,,First Step Program (6027),,,,C,,SM,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,22,15,22,0.68,
151382,2013,TH,San Diego Rescue Mission,,Men's Center Recovery for Life (5862),,,,C,,SM,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,198,189,198,0.95,
151375,2013,ES,San Diego Rescue Mission,,Nueva Vida Haven (5848),,,,C,,SFHC,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,60,60,60,1,
151427,2013,TH,San Diego Rescue Mission,,Recuperative Care Unit Home Again (6211),,,,C,,SMF,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,28,13,28,0.46,
151383,2013,TH,San Diego Rescue Mission,,Women's Center (4054),,,,C,,SFHC,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,60,70,60,1.17,
151376,2013,ES,San Diego Youth Services,,Storefront Night Shelter,,,,C,,YMF,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,20,6,20,0.3,
151428,2013,TH,San Diego Youth Services,,Take Wing (5841),,,,C,,SMF+HC,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,42,64,42,1.52,
162339,2013,TH,San Diego Youth Services,,TAY Academy,,,,N,,SMF,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,4,1,4,0.25,
151430,2013,TH,San Diego Youth Services,,Transitional Housing Plus,,,,C,,SMF+HC,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,29,29,29,1,
157437,2013,TH,San Diego Youth Services,,Transitional Housing Plus,,,,N,,SMF+HC,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,10,5,10,0.5,
151373,2013,ES,SAY San Diego Inc,,Hotel/Motel Voucher Program (6099),,,,C,,SMF+HC,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,0,13,13,1,
151429,2013,TH,Senior Community Centers,,Transitional Housing (4294),,,,C,,SMF,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,10,5,10,0.5,
151337,2013,TH,South Bay Community Services,,Casa De Transicion (5980),,,,C,,HC,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,73,62,73,0.85,
151484,2013,ES,South Bay Community Services,,Casa Nueva Vida (1508),,,,C,,SMF+HC,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,6,5,6,0.83,
151481,2013,TH,South Bay Community Services,,ESG + FOCUS (6108),,,,C,,SMF+HC,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,20,9,20,0.45,
151338,2013,TH,South Bay Community Services,,FOCUS (5895),,,,C,,HC,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,109,58,109,0.53,
162338,2013,TH,South Bay Community Services,,TAY Academy,,,,C,,SMF+HC,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,2,0,2,0,
151339,2013,TH,South Bay Community Services,,Trolley Trestle (5840),,,,C,,SMF+HC,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,20,19,20,0.95,
151340,2013,TH,South Bay Community Services,,Victorian Heights (5859),,,,C,,HC,DV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,32,29,32,0.91,
151385,2013,TH,St. Vincent de Paul Village,,Family Living Center (310003),,,,C,,HC,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,109,88,109,0.81,
151458,2013,TH,St. Vincent de Paul Village,,GPD-Family Living Center,,,,C,,HC,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,3,3,3,1,
151459,2013,TH,St. Vincent de Paul Village,,GPD-Joan Kroc Fresh Start,,,,C,,SF,VET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,1,1,1,1,
151457,2013,TH,St. Vincent de Paul Village,,GPD-Men's FrshStrtBshpMhr,,,,C,,SM,VET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,39,39,39,1,
151460,2013,TH,St. Vincent de Paul Village,,GPD-S.T.E.P. Single Women,,,,C,,SF,VET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,2,0,2,0,
151386,2013,TH,St. Vincent de Paul Village,,Joan Kroc Center Families (10016; 10054),,,,C,,HC,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,136,149,136,1.1,
151387,2013,TH,St. Vincent de Paul Village,,Joan Kroc Center Fresh Start (6467),,,,C,,SF,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,29,29,29,1,
151388,2013,TH,St. Vincent de Paul Village,,Josue Homes (200017),,,,C,,SMF,HIV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,44,41,44,0.93,
151389,2013,TH,St. Vincent de Paul Village,,Men's FrshStrtBshpMhr (30002; 30016; 330002; 330016),,,,C,,SM,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,111,111,111,1,
151390,2013,TH,St. Vincent de Paul Village,,Paul Mirabile Center Mens (20014),,,,C,,SM,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,270,270,270,1,
151391,2013,TH,St. Vincent de Paul Village,,Paul Mirabile Center Wmns (20014),,,,C,,SF,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,80,80,80,1,
151392,2013,TH,St. Vincent de Paul Village,,S.T.E.P. Single Women (320014),,,,C,,SF,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,33,35,33,1.06,
151393,2013,TH,St. Vincent de Paul Village,,Toussaint Academy Trans (50044),,,,C,,YMF,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,35,28,35,0.8,
151384,2013,TH,Stepping Stone,,Enya House (1497),,,,C,,SMF,HIV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,17,14,17,0.82,
151421,2013,PSH,TACHS,,Reese Village (4243),,,,C,,SMF,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,18,18,18,1,
151420,2013,PSH,TACHS,,The Cove Apts (6116),,,,C,,SMF,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,19,18,19,0.95,
151394,2013,TH,The Trinity House,,The Trinity House Transitional Housing,,,,C,,HC,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,13,11,13,0.85,
151493,2013,PSH,Townspeople,,34th Street Apts (6305),,,,C,,SMF+HC,HIV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,48,56,48,1.17,
151414,2013,PSH,Townspeople,,51st Street (6208),,,,C,,SMF,HIV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,14,13,14,0.93,
151413,2013,PSH,Townspeople,,Wilson Avenue Apartments (6209),,,,C,,SMF+HC,HIV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,7,9,7,1.29,
151455,2013,TH,Veterans Village of San Diego,,GPD - New Resolve,,,,C,,SMF,VET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,33,28,33,0.85,
151442,2013,TH,Veterans Village of San Diego,,GPD - Veteran's On Point,,,,C,,SMF,VET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,62,52,62,0.84,
151456,2013,TH,Veterans Village of San Diego,,GPD-Welcome Home Family Program,,,,C,,SFHC,VET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,10,5,10,0.5,
151395,2013,TH,Veterans Village of San Diego,,Mahedy House (90016),,,,C,,SMF,VET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,14,14,14,1,
151341,2013,TH,Veterans Village of San Diego,,New Resolve (120016),,,,C,,SMF,VET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,11,11,11,1,
151396,2013,TH,Veterans Village of San Diego,,Rehabilitation Center (190008; 190026),,,,C,,SMF,VET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,185,156,185,0.84,
151377,2013,ES,Veterans Village of San Diego,,Veterans Winter Shelter (5950),,,,C,,SM,VET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,0,150,0,0.93,
151397,2013,TH,Veterans Village of San Diego,,Welcome Home Family Program (160008; 160016),,,,C,,SFHC,VET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,15,6,15,0.4,
151480,2013,PSH,Volunteers of America,,CGLC - SHP (5897),,,,C,,SM,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,8,8,8,1,
151343,2013,TH,Volunteers of America,,CGLC Disabilities (5826),,,,C,,SMF,VET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,10,9,10,0.9,
151342,2013,TH,Volunteers of America,,CGLC Focus (5815),,,,C,,HC,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,19,15,19,0.79,
162783,2013,TH,Volunteers of America,,CGLC Focus (5815),,,,N,,HC,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,6,6,6,1,
151398,2013,TH,Volunteers of America,,SAMI (1150),,,,C,,SMF,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,18,14,18,0.78,
162913,2013,TH,Volunteers of America,,Solutions IV,,,,C,,SMF,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,24,24,24,1,
151344,2013,TH,Women's Resource Center,,City of Oceanside Transitional (5837),,,,C,,HC,DV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,70,51,70,0.73,
151316,2013,ES,Women's Resource Center,,Emergency Shelter (1849),,,,C,,SMF+HC,DV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,26,19,26,0.73,
151360,2013,TH,YMCA,,Mary's House,,,,C,,SF,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,6,6,6,1,
151399,2013,TH,YMCA,,Turning Point (4441),,,,C,,SMF+HC,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,24,26,24,1.08,
151378,2013,ES,YWCA,,Becky's House Emergency Shelter (5852),,,,C,,SFHC,DV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,47,31,47,0.66,
151435,2013,TH,YWCA,,Becky's House I (5797),,,,C,,HC,DV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,30,18,30,0.6,
151436,2013,TH,YWCA,,Becky's House II (6060),,,,C,,HC,DV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,55,28,55,0.51,
151467,2013,TH,YWCA,,Becky's House III (6332),,,,C,,SFHC,DV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,37,24,37,0.65,
151468,2013,TH,YWCA,,Becky's Transitions (6333),,,,C,,SFHC,DV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,23,21,23,0.91,
151400,2013,TH,YWCA,,Cortez Hill (5833),,,,C,,HC,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,150,143,150,0.95,
151401,2013,TH,YWCA,,Passages Stabilization 5 (5811),,,,C,,SF,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,13,11,13,0.85,
151402,2013,TH,YWCA,,Passages Supportive Independent Living (5654),,,,C,,SF,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,19,14,19,0.74,
151403,2013,TH,YWCA,,Passages Women in Transition (5097),,,,C,,SF,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,30,30,30,1,
183027,2014,TH,Alpha Project,25,Casa Base (1195),,63924,,C,,SM,NA,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,36,36,36,1,
183175,2014,ES,Alpha Project,25,Casa Raphael Emergency Shelter,,63924,,C,,SM,NA,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,24,11,24,0.46,
195032,2014,RRH,Alpha Project,25,ESG - Rapid Rehousing (6480),,63210,,C,,SMF+HC,NA,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,14,14,14,1,
183129,2014,PSH,Alpha Project,25,Metro Hotel (5915),,63210,,C,,SMF,NA,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,193,192,193,0.99,
183130,2014,ES,Alpha Project,25,Single Adults Winter Shelter(5930),,63210,,C,,SMF,NA,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,0,220,220,1,
183066,2014,TH,Alpha Project for the Homeless,25,Casa Raphael (3917),,63924,,C,,SM,NA,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,90,90,90,1,
183182,2014,PSH,Alpha Project for the Homeless,2,CRF - V.I.P. 1 Vouchers (6340),,63210,,C,,SMF,NA,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,25,25,25,1,
183198,2014,PSH,Alpha Project for the Homeless,2,CRF - V.I.P. 2 Vouchers (6402),,63210,,C,,SMF,NA,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,35,27,35,0.77,
183115,2014,PSH,Alpha Project for the Homeless,2,CRF AB2034 Project Based Section 8 (6111),,63210,,C,,SMF,NA,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,89,63,89,0.71,
183178,2014,PSH,Alpha Project for the Homeless,2,Ctr - Sunburst Apts - Merged Grant (6335),,63210,,C,,SMF,HIV,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,23,22,23,0.96,
194963,2014,PSH,Alpha Project for the Homeless,2,HIP - Beta - Merged Grant (6110),,63210,,C,,SMF,NA,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,17,17,17,1,
194964,2014,PSH,Alpha Project for the Homeless,2,HIP - Prizm (6325),,63210,,C,,SMF,NA,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,37,35,37,0.95,
183149,2014,PSH,Alpha Project for the Homeless,2,MHS - Housing Plus IV - Merged Grant (6336),,63210,,C,,SMF,NA,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,10,9,10,0.9,
183200,2014,PSH,Alpha Project for the Homeless,2,MHS - SBV 2 (6401),,63210,,C,,SMF,NA,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,40,33,40,0.82,
183217,2014,PSH,Alpha Project for the Homeless,2,MHS - SBV 3,,63210,,U,,SMF,NA,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,20,19,20,0.93,
183148,2014,PSH,Alpha Project for the Homeless,2,MHS - SBV1 V.I.P. (6339),,63210,,C,,SMF,NA,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,25,18,25,0.72,
183219,2014,PSH,Alpha Project for the Homeless,2,PATH - SBS3 (Sponsor based subsidies) (6462),,63210,,U,,SMF,NA,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,35,19,35,0.93,
183117,2014,PSH,Alpha Project for the Homeless,2,PATH Karibu (Merged Grant) (6943),,63210,,C,,SMF+HC,HIV,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,57,57,57,1,
